label,seq_words,input_x
1,"['when', 'one', 'is', 'about', 'to', 'take', 'an', 'inspiration', 'he', 'is', 'sure', 'to', 'make', 'a', 'previous', 'expiration', 'when', 'he', 'is', 'going', 'to', 'weaken', 'another', 'he', 'will', 'first', 'strengthen', 'him', 'when', 'he', 'is', 'going', 'to', 'overthrow', 'another', 'he', 'will', 'first', 'have', 'raised', 'him', 'up', 'when', 'he', 'is', 'going', 'to', 'despoil', 'another', 'he', 'will', 'first', 'have', 'made', 'gifts', 'to', 'him', 'this', 'is', 'called', 'hiding', 'the', 'light', 'of', 'his', 'procedure', 'the', 'soft', 'overcomes', 'the', 'hard', 'and', 'the', 'weak', 'the', 'strong', 'fishes', 'should', 'not', 'be', 'taken', 'from', 'the', 'deep', 'instruments', 'for', 'the', 'profit', 'of', 'a', 'state', 'should', 'not', 'be', 'shown', 'to', 'the', 'people']","[24, 14, 3, 167, 4, 169, 71, 1, 13, 3, 176, 4, 125, 10, 724, 1, 24, 13, 3, 246, 4, 1, 396, 13, 19, 182, 1, 55, 24, 13, 3, 246, 4, 1, 396, 13, 19, 182, 37, 1, 55, 129, 24, 13, 3, 246, 4, 1, 396, 13, 19, 182, 37, 235, 1, 4, 55, 34, 3, 70, 1, 2, 277, 6, 18, 1, 2, 725, 208, 2, 331, 5, 2, 439, 2, 278, 1, 92, 9, 12, 1, 27, 2, 230, 279, 52, 2, 528, 6, 10, 59, 92, 9, 12, 1, 4, 2, 45, 0, 0]"
0,"['the', 'way', 'never', 'acts', 'yet', 'nothing', 'is', 'left', 'undone', 'should', 'lords', 'and', 'princes', 'be', 'able', 'to', 'hold', 'fast', 'to', 'it', 'the', 'myriad', 'creatures', 'will', 'be', 'transformed', 'of', 'their', 'own', 'accord', 'after', 'they', 'are', 'transformed', 'should', 'desire', 'raise', 'its', 'head', 'i', 'shall', 'press', 'it', 'down', 'with', 'the', 'weight', 'of', 'the', 'nameless', 'uncarved', 'block', 'the', 'nameless', 'uncarved', 'block', 'is', 'but', 'freedom', 'from', 'desire', 'and', 'if', 'i', 'cease', 'to', 'desire', 'and', 'remain', 'still', 'the', 'empire', 'will', 'be', 'at', 'peace', 'of', 'its', 'own', 'accord']","[2, 29, 98, 280, 42, 78, 3, 226, 436, 92, 376, 5, 189, 12, 139, 4, 102, 258, 4, 7, 2, 111, 97, 19, 12, 446, 6, 28, 123, 560, 455, 33, 16, 446, 92, 148, 726, 21, 479, 25, 113, 1, 7, 360, 31, 2, 1, 6, 2, 327, 270, 222, 2, 327, 270, 222, 3, 38, 1, 27, 148, 5, 53, 25, 791, 4, 148, 5, 827, 122, 2, 67, 19, 12, 72, 1, 6, 21, 123, 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['the', 'tao', 'in', 'its', 'regular', 'course', 'does', 'nothing', 'for', 'the', 'sake', 'of', 'doing', 'it', 'and', 'so', 'there', 'is', 'nothing', 'which', 'it', 'does', 'not', 'do', 'if', 'princes', 'and', 'kings', 'were', 'able', 'to', 'maintain', 'it', 'all', 'things', 'would', 'of', 'themselves', 'be', 'transformed', 'by', 'them', 'if', 'this', 'transformation', 'became', 'to', 'me', 'an', 'object', 'of', 'desire', 'i', 'would', 'express', 'the', 'desire', 'by', 'the', 'nameless', 'simplicity', 'simplicity', 'without', 'a', 'name', 'is', 'free', 'from', 'all', 'external', 'aim', 'with', 'no', 'desire', 'at', 'rest', 'and', 'still', 'all', 'things', 'go', 'right', 'as', 'of', 'their', 'will']","[2, 35, 8, 21, 924, 266, 36, 78, 52, 2, 1, 6, 110, 7, 5, 50, 30, 3, 78, 40, 7, 36, 9, 47, 53, 189, 5, 378, 87, 139, 4, 727, 7, 23, 41, 68, 6, 86, 12, 446, 26, 22, 53, 34, 1, 1, 4, 170, 71, 988, 6, 148, 25, 68, 1, 2, 148, 26, 2, 327, 562, 562, 48, 10, 90, 3, 179, 27, 23, 1, 1, 31, 17, 148, 72, 243, 5, 122, 23, 41, 155, 175, 20, 6, 28, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,"['a', 'man', 'of', 'the', 'highest', 'virtue', 'does', 'not', 'keep', 'to', 'virtue', 'and', 'that', 'is', 'why', 'he', 'has', 'virtue', 'a', 'man', 'of', 'the', 'lowest', 'virtue', 'never', 'strays', 'from', 'virtue', 'and', 'that', 'is', 'why', 'he', 'is', 'without', 'virtue', 'the', 'former', 'never', 'acts', 'yet', 'leaves', 'nothing', 'undone', 'the', 'latter', 'acts', 'but', 'there', 'are', 'things', 'left', 'undone', 'a', 'man', 'of', 'the', 'highest', 'benevolence', 'acts', 'but', 'from', 'no', 'ulterior', 'motive', 'a', 'man', 'of', 'the', 'highest', 'rectitude', 'acts', 'but', 'from', 'ulterior', 'motive', 'a', 'man', 'most', 'conversant', 'in', 'the', 'rites', 'acts', 'but', 'when', 'no', 'one', 'responds', 'rolls', 'up', 'his', 'sleeves', 'and', 'resorts', 'to', 'persuasion', 'by', 'force', 'hence', 'when', 'the', 'way', 'was', 'lost', 'there', 'was', 'virtue', 'when', 'virtue', 'was', 'lost', 'there', 'was', 'benevolence', 'when', 'benevolence', 'was', 'lost', 'there', 'was', 'rectitude', 'when', 'rectitude', 'was', 'lost', 'there', 'were', 'the', 'rites', 'the', 'rites', 'are', 'the', 'wearing', 'thin', 'of', 'loyalty', 'and', 'good', 'faith', 'and', 'the', 'beginning', 'of', 'disorder', 'foreknowledge', 'is', 'the', 'flowery', 'embellishment', 'of', 'the', 'way', 'and', 'the', 'beginning', 'of', 'folly', 'hence', 'the', 'man', 'of', 'large', 'mind', 'abides', 'in', 'the', 'thick', 'not', 'in', 'the', 'thin', 'in', 'the', 'fruit', 'not', 'in', 'the', 'flower', 'therefore', 'he', 'discards', 'the', 'one', 'and', 'takes', 'the', 'other']","[10, 76, 6, 2, 133, 58, 36, 9, 85, 4, 58, 5, 11, 3, 132, 13, 43, 58, 10, 76, 6, 2, 1, 58, 98, 1, 27, 58, 5, 11, 3, 132, 13, 3, 48, 58, 2, 882, 98, 280, 42, 697, 78, 436, 2, 881, 280, 38, 30, 16, 41, 226, 436, 10, 76, 6, 2, 133, 197, 280, 38, 27, 17, 566, 1, 10, 76, 6, 2, 133, 427, 280, 38, 27, 566, 1, 10, 76, 198, 1, 8, 2, 326, 280, 38, 24, 17, 14, 1, 1, 129, 18, 1, 5, 1, 4, 1, 26, 359, 82]"
1,"['those', 'who', 'possessed', 'in', 'highest', 'degree', 'the', 'attributes', 'of', 'the', 'tao', 'did', 'not', 'seek', 'to', 'show', 'them', 'and', 'therefore', 'they', 'possessed', 'them', 'in', 'fullest', 'measure', 'those', 'who', 'possessed', 'in', 'a', 'lower', 'degree', 'those', 'attributes', 'sought', 'how', 'not', 'to', 'lose', 'them', 'and', 'therefore', 'they', 'did', 'not', 'possess', 'them', 'in', 'fullest', 'measure', 'those', 'who', 'possessed', 'in', 'the', 'highest', 'degree', 'those', 'attributes', 'did', 'nothing', 'with', 'a', 'purpose', 'and', 'had', 'no', 'need', 'to', 'do', 'anything', 'those', 'who', 'possessed', 'them', 'in', 'a', 'lower', 'degree', 'were', 'always', 'doing', 'and', 'had', 'need', 'to', 'be', 'so', 'doing', 'those', 'who', 'possessed', 'the', 'highest', 'benevolence', 'were', 'always', 'seeking', 'to', 'carry', 'it', 'out', 'and', 'had', 'no', 'need', 'to', 'be', 'doing', 'so', 'those', 'who', 'possessed', 'the', 'highest', 'righteousness', 'were', 'always', 'seeking', 'to', 'carry', 'it', 'out', 'and', 'had', 'need', 'to', 'be', 'so', 'doing', 'those', 'who', 'possessed', 'the', 'highest', 'sense', 'of', 'propriety', 'were', 'always', 'seeking', 'to', 'show', 'it', 'and', 'when', 'men', 'did', 'not', 'respond', 'to', 'it', 'they', 'bared', 'the', 'arm', 'and', 'marched', 'up', 'to', 'them', 'thus', 'it', 'was', 'that', 'when', 'the', 'tao', 'was', 'lost', 'its', 'attributes', 'appeared', 'when', 'its', 'attributes', 'were', 'lost', 'benevolence', 'appeared', 'when', 'benevolence', 'was', 'lost', 'righteousness', 'appeared', 'and', 'when', 'righteousness', 'was', 'lost', 'the', 'proprieties', 'appeared', 'now', 'propriety', 'is', 'the', 'attenuated', 'form', 'of', 'leal', 'heartedness', 'and', 'good', 'faith', 'and', 'is', 'also', 'the', 'commencement', 'of', 'disorder', 'swift', 'apprehension', 'is', 'only', 'a', 'flower', 'of', 'the', 'tao', 'and', 'is', 'the', 'beginning', 'of', 'stupidity', 'thus', 'it', 'is', 'that', 'the', 'great', 'man', 'abides', 'by', 'what', 'is', 'solid', 'and', 'eschews', 'what', 'is', 'flimsy', 'dwells', 'with', 'the', 'fruit', 'and', 'not', 'with', 'the', 'flower', 'it', 'is', 'thus', 'that', 'he', 'puts', 'away', 'the', 'one', 'and', 'makes', 'choice', 'of', 'the', 'other']","[66, 15, 203, 8, 133, 308, 2, 249, 6, 2, 35, 186, 9, 644, 4, 254, 22, 5, 49, 33, 203, 22, 8, 1, 1, 66, 15, 203, 8, 10, 173, 308, 66, 249, 880, 101, 9, 4, 206, 22, 5, 49, 33, 186, 9, 728, 22, 8, 1, 1, 66, 15, 203, 8, 2, 133, 308, 66, 249, 186, 78, 31, 10, 160, 5, 221, 17, 447, 4, 47, 193, 66, 15, 203, 22, 8, 10, 173, 308, 87, 108, 110, 5, 221, 447, 4, 12, 50, 110, 66, 15, 203, 2, 133, 197, 87, 108, 568, 4, 305]"
0,"['of', 'old', 'these', 'came', 'to', 'be', 'in', 'possession', 'of', 'the', 'one', 'heaven', 'in', 'virtue', 'of', 'the', 'one', 'is', 'limpid', 'earth', 'in', 'virtue', 'of', 'the', 'one', 'is', 'settled', 'gods', 'in', 'virtue', 'of', 'the', 'one', 'have', 'their', 'potencies', 'the', 'valley', 'in', 'virtue', 'of', 'the', 'one', 'is', 'full', 'the', 'myriad', 'creatures', 'in', 'virtue', 'of', 'the', 'one', 'are', 'alive', 'lords', 'and', 'princes', 'in', 'virtue', 'of', 'the', 'one', 'become', 'leaders', 'of', 'the', 'empire', 'it', 'is', 'the', 'one', 'that', 'makes', 'these', 'what', 'they', 'are', 'without', 'what', 'makes', 'it', 'limpid', 'heaven', 'might', 'split', 'without', 'what', 'makes', 'it', 'settled', 'earth', 'might', 'sink', 'without', 'what', 'gives', 'them', 'their', 'potencies', 'gods', 'might', 'spend', 'themselves', 'without', 'what', 'makes', 'it', 'full', 'the', 'valley', 'might', 'run', 'dry', 'without', 'what', 'keeps', 'them', 'alive', 'the', 'myriad', 'creatures', 'might', 'perish', 'without', 'what', 'makes', 'them', 'leaders', 'lords', 'and', 'princes', 'might', 'fall', 'hence', 'the', 'superior', 'must', 'have', 'the', 'inferior', 'as', 'root', 'the', 'high', 'must', 'have', 'the', 'low', 'as', 'base', 'thus', 'lords', 'and', 'princes', 'refer', 'to', 'themselves', 'as', 'solitary', 'desolate', 'and', 'hapless', 'this', 'is', 'taking', 'the', 'inferior', 'as', 'root', 'is', 'it', 'not', 'hence', 'the', 'highest', 'renown', 'is', 'without', 'renown', 'not', 'wishing', 'to', 'be', 'one', 'among', 'many', 'like', 'jade', 'nor', 'to', 'be', 'aloof', 'like', 'stone']","[6, 138, 94, 939, 4, 12, 8, 391, 6, 2, 14, 51, 8, 58, 6, 2, 14, 3, 509, 74, 8, 58, 6, 2, 14, 3, 1, 1, 8, 58, 6, 2, 14, 37, 28, 379, 2, 218, 8, 58, 6, 2, 14, 3, 168, 2, 111, 97, 8, 58, 6, 2, 14, 16, 1, 376, 5, 189, 8, 58, 6, 2, 14, 99, 1, 6, 2, 67, 7, 3, 2, 14, 11, 106, 94, 32, 33, 16, 48, 32, 106, 7, 509, 51, 215, 1, 48, 32, 106, 7, 1, 74, 215, 1, 48, 32, 192, 22, 28, 379]"
1,"['the', 'things', 'which', 'from', 'of', 'old', 'have', 'got', 'the', 'one', 'the', 'tao', 'are', 'heaven', 'which', 'by', 'it', 'is', 'bright', 'and', 'pure', 'earth', 'rendered', 'thereby', 'firm', 'and', 'sure', 'spirits', 'with', 'powers', 'by', 'it', 'supplied', 'valleys', 'kept', 'full', 'throughout', 'their', 'void', 'all', 'creatures', 'which', 'through', 'it', 'do', 'live', 'princes', 'and', 'kings', 'who', 'from', 'it', 'get', 'the', 'model', 'which', 'to', 'all', 'they', 'give', 'all', 'these', 'are', 'the', 'results', 'of', 'the', 'one', 'tao', 'if', 'heaven', 'were', 'not', 'thus', 'pure', 'it', 'soon', 'would', 'rend', 'if', 'earth', 'were', 'not', 'thus', 'sure', 'twould', 'break', 'and', 'bend', 'without', 'these', 'powers', 'the', 'spirits', 'soon', 'would', 'fail', 'if', 'not', 'so', 'filled', 'the', 'drought', 'would', 'parch', 'each', 'vale', 'without', 'that', 'life', 'creatures', 'would', 'pass', 'away', 'princes', 'and', 'kings', 'without', 'that', 'moral', 'sway', 'however', 'grand', 'and', 'high', 'would', 'all', 'decay', 'thus', 'it', 'is', 'that', 'dignity', 'finds', 'its', 'firm', 'root', 'in', 'its', 'previous', 'meanness', 'and', 'what', 'is', 'lofty', 'finds', 'its', 'stability', 'in', 'the', 'lowness', 'from', 'which', 'it', 'rises', 'hence', 'princes', 'and', 'kings', 'call', 'themselves', 'orphans', 'men', 'of', 'small', 'virtue', 'and', 'as', 'carriages', 'without', 'a', 'nave', 'is', 'not', 'this', 'an', 'acknowledgment', 'that', 'in', 'their', 'considering', 'themselves', 'mean', 'they', 'see', 'the', 'foundation', 'of', 'their', 'dignity', 'so', 'it', 'is', 'that', 'in', 'the', 'enumeration', 'of', 'the', 'different', 'parts', 'of', 'a', 'carriage', 'we', 'do', 'not', 'come', 'on', 'what', 'makes', 'it', 'answer', 'the', 'ends', 'of', 'a', 'carriage', 'they', 'do', 'not', 'wish', 'to', 'show', 'themselves', 'elegant', 'looking', 'as', 'jade', 'but', 'prefer', 'to', 'be', 'coarse', 'looking', 'as', 'an', 'ordinary', 'stone']","[2, 41, 40, 27, 6, 138, 37, 440, 2, 14, 2, 35, 16, 51, 40, 26, 7, 3, 314, 5, 613, 74, 1, 1, 276, 5, 176, 731, 31, 1, 26, 7, 1, 563, 483, 168, 674, 28, 471, 23, 97, 40, 120, 7, 47, 410, 189, 5, 378, 15, 27, 7, 241, 2, 361, 40, 4, 23, 33, 163, 23, 94, 16, 2, 790, 6, 2, 14, 35, 53, 51, 87, 9, 69, 613, 7, 375, 68, 1, 53, 74, 87, 9, 69, 176, 1, 1, 5, 1, 48, 94, 1, 2, 731, 375, 68, 356, 53, 9, 50]"
0,"['turning', 'back', 'is', 'how', 'the', 'way', 'moves', 'weakness', 'is', 'the', 'means', 'the', 'way', 'employs', 'the', 'myriad', 'creatures', 'in', 'the', 'world', 'are', 'born', 'from', 'something', 'and', 'something', 'from', 'nothing']","[1, 202, 3, 101, 2, 29, 1, 704, 3, 2, 223, 2, 29, 1, 2, 111, 97, 8, 2, 75, 16, 691, 27, 210, 5, 210, 27, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['the', 'movement', 'of', 'the', 'tao', 'by', 'contraries', 'proceeds', 'and', 'weakness', 'marks', 'the', 'course', 'of', 'tao', 's', 'mighty', 'deeds', 'all', 'things', 'under', 'heaven', 'sprang', 'from', 'it', 'as', 'existing', 'and', 'named', 'that', 'existence', 'sprang', 'from', 'it', 'as', 'non', 'existent', 'and', 'not', 'named']","[2, 336, 6, 2, 35, 26, 1, 717, 5, 704, 987, 2, 266, 6, 35, 65, 707, 733, 23, 41, 149, 51, 1, 27, 7, 20, 972, 5, 229, 11, 329, 1, 27, 7, 20, 395, 1, 5, 9, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,"['when', 'the', 'best', 'student', 'hears', 'about', 'the', 'way', 'he', 'practises', 'it', 'assiduously', 'when', 'the', 'average', 'student', 'hears', 'about', 'the', 'way', 'it', 'seems', 'to', 'him', 'there', 'one', 'moment', 'and', 'gone', 'the', 'next', 'when', 'the', 'worst', 'student', 'hears', 'about', 'the', 'way', 'he', 'laughs', 'out', 'loud', 'if', 'he', 'did', 'not', 'laugh', 'it', 'would', 'be', 'unworthy', 'of', 'being', 'the', 'way', 'hence', 'the', 'chien', 'yen', 'has', 'it', 'the', 'way', 'that', 'is', 'bright', 'seems', 'dull', 'the', 'way', 'that', 'is', 'forward', 'seems', 'to', 'lead', 'backward', 'the', 'way', 'that', 'is', 'even', 'seems', 'rough', 'the', 'highest', 'virtue', 'is', 'like', 'the', 'valley', 'the', 'sheerest', 'whiteness', 'seems', 'sullied', 'ample', 'virtue', 'seems', 'defective', 'vigorous', 'virtue', 'seems', 'indolent', 'plain', 'virtue', 'seems', 'soiled', 'the', 'great', 'square', 'has', 'no', 'corners', 'the', 'great', 'vessel', 'takes', 'long', 'to', 'complete', 'the', 'great', 'note', 'is', 'rarefied', 'in', 'sound', 'the', 'great', 'image', 'has', 'no', 'shape', 'the', 'way', 'conceals', 'itself', 'in', 'being', 'nameless', 'it', 'is', 'the', 'way', 'alone', 'that', 'excels', 'in', 'bestowing', 'and', 'in', 'accomplishing']","[24, 2, 424, 734, 735, 167, 2, 29, 13, 783, 7, 1, 24, 2, 1, 734, 735, 167, 2, 29, 7, 91, 4, 55, 30, 14, 1, 5, 1, 2, 319, 24, 2, 1, 734, 735, 167, 2, 29, 13, 1, 137, 1, 53, 13, 186, 9, 1, 7, 68, 12, 1, 6, 63, 2, 29, 82, 2, 1, 1, 43, 7, 2, 29, 11, 3, 314, 91, 512, 2, 29, 11, 3, 736, 91, 4, 165, 1, 2, 29, 11, 3, 247, 91, 1, 2, 133, 58, 3, 54, 2, 218, 2, 1, 1, 91, 1, 1, 58, 91]"
1,"['scholars', 'of', 'the', 'highest', 'class', 'when', 'they', 'hear', 'about', 'the', 'tao', 'earnestly', 'carry', 'it', 'into', 'practice', 'scholars', 'of', 'the', 'middle', 'class', 'when', 'they', 'have', 'heard', 'about', 'it', 'seem', 'now', 'to', 'keep', 'it', 'and', 'now', 'to', 'lose', 'it', 'scholars', 'of', 'the', 'lowest', 'class', 'when', 'they', 'have', 'heard', 'about', 'it', 'laugh', 'greatly', 'at', 'it', 'if', 'it', 'were', 'not', 'thus', 'laughed', 'at', 'it', 'would', 'not', 'be', 'fit', 'to', 'be', 'the', 'tao', 'therefore', 'the', 'sentence', 'makers', 'have', 'thus', 'expressed', 'themselves', 'the', 'tao', 'when', 'brightest', 'seen', 'seems', 'light', 'to', 'lack', 'who', 'progress', 'in', 'it', 'makes', 'seems', 'drawing', 'back', 'its', 'even', 'way', 'is', 'like', 'a', 'rugged', 'track', 'its', 'highest', 'virtue', 'from', 'the', 'vale', 'doth', 'rise', 'its', 'greatest', 'beauty', 'seems', 'to', 'offend', 'the', 'eyes', 'and', 'he', 'has', 'most', 'whose', 'lot', 'the', 'least', 'supplies', 'its', 'firmest', 'virtue', 'seems', 'but', 'poor', 'and', 'low', 'its', 'solid', 'truth', 'seems', 'change', 'to', 'undergo', 'its', 'largest', 'square', 'doth', 'yet', 'no', 'corner', 'show', 'a', 'vessel', 'great', 'it', 'is', 'the', 'slowest', 'made', 'loud', 'is', 'its', 'sound', 'but', 'never', 'word', 'it', 'said', 'a', 'semblance', 'great', 'the', 'shadow', 'of', 'a', 'shade', 'the', 'tao', 'is', 'hidden', 'and', 'has', 'no', 'name', 'but', 'it', 'is', 'the', 'tao', 'which', 'is', 'skilful', 'at', 'imparting', 'to', 'all', 'things', 'what', 'they', 'need', 'and', 'making', 'them', 'complete']","[737, 6, 2, 133, 738, 24, 33, 896, 167, 2, 35, 1, 305, 7, 116, 739, 737, 6, 2, 1, 738, 24, 33, 37, 348, 167, 7, 185, 224, 4, 85, 7, 5, 224, 4, 206, 7, 737, 6, 2, 1, 738, 24, 33, 37, 348, 167, 7, 1, 1, 72, 7, 53, 7, 87, 9, 69, 1, 72, 7, 68, 9, 12, 1, 4, 12, 2, 35, 49, 2, 1, 1, 37, 69, 1, 86, 2, 35, 24, 1, 313, 91, 277, 4, 671, 15, 875, 8, 7, 106, 91, 1, 202, 21, 247, 29, 3, 54, 10, 1]"
0,"['the', 'way', 'begets', 'one', 'one', 'begets', 'two', 'two', 'begets', 'three', 'three', 'begets', 'the', 'myriad', 'creatures', 'the', 'myriad', 'creatures', 'carry', 'on', 'their', 'backs', 'the', 'yin', 'and', 'embrace', 'in', 'their', 'arms', 'the', 'yang', 'and', 'are', 'the', 'blending', 'of', 'the', 'generative', 'forces', 'of', 'the', 'two', 'there', 'are', 'no', 'words', 'which', 'men', 'detest', 'more', 'than', 'solitary', 'desolate', 'and', 'hapless', 'yet', 'lords', 'and', 'princes', 'use', 'these', 'to', 'refer', 'to', 'themselves', 'thus', 'a', 'thing', 'is', 'sometimes', 'added', 'to', 'by', 'being', 'diminished', 'and', 'diminished', 'by', 'being', 'added', 'to', 'what', 'others', 'teach', 'i', 'also', 'teach', 'the', 'violent', 'shall', 'not', 'come', 'to', 'a', 'natural', 'end', 'i', 'shall', 'take', 'this', 'as', 'my', 'precept']","[2, 29, 572, 14, 14, 572, 162, 162, 572, 126, 126, 572, 2, 111, 97, 2, 111, 97, 305, 44, 28, 1, 2, 1, 5, 339, 8, 28, 134, 2, 1, 5, 16, 2, 1, 6, 2, 1, 1, 6, 2, 162, 30, 16, 17, 145, 40, 56, 690, 88, 141, 1, 1, 5, 1, 42, 376, 5, 189, 100, 94, 4, 1, 4, 86, 69, 10, 118, 3, 1, 1, 4, 26, 63, 573, 5, 573, 26, 63, 1, 4, 32, 121, 574, 25, 135, 574, 2, 432, 113, 9, 130, 4, 10, 362, 107, 25, 113, 169, 34]"
1,"['the', 'tao', 'produced', 'one', 'one', 'produced', 'two', 'two', 'produced', 'three', 'three', 'produced', 'all', 'things', 'all', 'things', 'leave', 'behind', 'them', 'the', 'obscurity', 'out', 'of', 'which', 'they', 'have', 'come', 'and', 'go', 'forward', 'to', 'embrace', 'the', 'brightness', 'into', 'which', 'they', 'have', 'emerged', 'while', 'they', 'are', 'harmonised', 'by', 'the', 'breath', 'of', 'vacancy', 'what', 'men', 'dislike', 'is', 'to', 'be', 'orphans', 'to', 'have', 'little', 'virtue', 'to', 'be', 'as', 'carriages', 'without', 'naves', 'and', 'yet', 'these', 'are', 'the', 'designations', 'which', 'kings', 'and', 'princes', 'use', 'for', 'themselves', 'so', 'it', 'is', 'that', 'some', 'things', 'are', 'increased', 'by', 'being', 'diminished', 'and', 'others', 'are', 'diminished', 'by', 'being', 'increased', 'what', 'other', 'men', 'thus', 'teach', 'i', 'also', 'teach', 'the', 'violent', 'and', 'strong', 'do', 'not', 'die', 'their', 'natural', 'death', 'i', 'will', 'make', 'this', 'the', 'basis', 'of', 'my', 'teaching']","[2, 35, 449, 14, 14, 449, 162, 162, 449, 126, 126, 449, 23, 41, 23, 41, 478, 290, 22, 2, 467, 137, 6, 40, 33, 37, 130, 5, 155, 736, 4, 339, 2, 611, 116, 40, 33, 37, 1, 117, 33, 16, 1, 26, 2, 340, 6, 922, 32, 56, 622, 3, 4, 12, 1, 4, 37, 529, 58, 4, 12, 20, 1, 48, 1, 5, 42, 94, 16, 2, 1, 40, 378, 5, 189, 100, 52, 86, 50, 7, 3, 11, 225, 41, 16, 1, 26, 63, 573, 5, 121, 16, 573, 26, 63, 1, 32, 77, 56, 69]"
0,"['exterminate', 'learning', 'and', 'there', 'will', 'no', 'longer', 'be', 'worries', 'the', 'most', 'submissive', 'thing', 'in', 'the', 'world', 'can', 'ride', 'roughshod', 'over', 'the', 'hardest', 'in', 'the', 'world', 'that', 'which', 'is', 'without', 'substance', 'entering', 'that', 'which', 'has', 'no', 'crevices', 'that', 'is', 'why', 'i', 'know', 'the', 'benefit', 'of', 'resorting', 'to', 'no', 'action', 'the', 'teaching', 'that', 'uses', 'no', 'words', 'the', 'benefit', 'of', 'resorting', 'to', 'no', 'action', 'these', 'are', 'beyond', 'the', 'understanding', 'of', 'all', 'but', 'a', 'very', 'few', 'in', 'the', 'world']","[429, 354, 5, 30, 19, 17, 496, 12, 676, 2, 198, 721, 118, 8, 2, 75, 46, 1, 1, 184, 2, 1, 8, 2, 75, 11, 40, 3, 48, 499, 1, 11, 40, 43, 17, 1, 11, 3, 132, 25, 61, 2, 527, 6, 629, 4, 17, 115, 2, 388, 11, 233, 17, 145, 2, 527, 6, 629, 4, 17, 115, 94, 16, 511, 2, 1, 6, 23, 38, 10, 250, 274, 8, 2, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,"['the', 'softest', 'thing', 'in', 'the', 'world', 'dashes', 'against', 'and', 'overcomes', 'the', 'hardest', 'that', 'which', 'has', 'no', 'substantial', 'existence', 'enters', 'where', 'there', 'is', 'no', 'crevice', 'i', 'know', 'hereby', 'what', 'advantage', 'belongs', 'to', 'doing', 'nothing', 'with', 'a', 'purpose', 'there', 'are', 'few', 'in', 'the', 'world', 'who', 'attain', 'to', 'the', 'teaching', 'without', 'words', 'and', 'the', 'advantage', 'arising', 'from', 'non', 'action']","[2, 1, 118, 8, 2, 75, 1, 214, 5, 208, 2, 1, 11, 40, 43, 17, 1, 329, 1, 151, 30, 3, 17, 1, 25, 61, 1, 32, 1, 1, 4, 110, 78, 31, 10, 160, 30, 16, 274, 8, 2, 75, 15, 663, 4, 2, 388, 48, 145, 5, 2, 1, 1, 27, 395, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,"['your', 'name', 'or', 'your', 'person', 'which', 'is', 'dearer', 'your', 'person', 'or', 'your', 'goods', 'which', 'is', 'worth', 'more', 'gain', 'or', 'loss', 'which', 'is', 'a', 'greater', 'bane', 'that', 'is', 'why', 'excessive', 'meanness', 'is', 'sure', 'to', 'lead', 'to', 'great', 'expense', 'too', 'much', 'store', 'is', 'sure', 'to', 'end', 'in', 'immense', 'loss', 'know', 'contentment', 'and', 'you', 'will', 'suffer', 'no', 'disgrace', 'know', 'when', 'to', 'stop', 'and', 'you', 'will', 'meet', 'with', 'no', 'danger', 'you', 'can', 'then', 'endure']","[112, 90, 81, 112, 140, 40, 3, 1, 112, 140, 81, 112, 461, 40, 3, 460, 88, 418, 81, 364, 40, 3, 10, 199, 1, 11, 3, 132, 542, 732, 3, 176, 4, 165, 4, 39, 1, 316, 195, 705, 3, 176, 4, 107, 8, 1, 364, 61, 718, 5, 57, 19, 1, 17, 240, 61, 24, 4, 377, 5, 57, 19, 315, 31, 17, 318, 57, 46, 103, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
